email,sex,isLGBTQIA,age,civilStatus,isPasigueno,yearsInPasig,barangay,familyMonthlyIncome,religion,curricularProgram,academicStatus,workingStudent,deansLister,presidentsLister,feederSchool,strandInSHS,isPWD
j.king@gmail.com,Male,No,24 years old,Married,Yes,21 - 25 years,Bagong Ilog,"Between Php131,485 to Php219,140",Islam,BSN,Regular,Yes,No,No,Public,STEM,No
j.lee@gmail.com,Male,No,24 years old,Widower,Yes,6 - 10 years,Manggahan,"Less than Php9,520",No Religion,BSHM,Irregular,No,No,No,Private,ABM,No
j.lewis@gmail.com,Male,No,22 years old,Separated,Yes,less than 1 year,Caniogan,"Between Php21,195 to Php43,838",LDS Mormon,BSCS,Irregular,No,No,No,Public,HUMSS,No
j.lopez@gmail.com,Male,No,19 years old,Married,Yes,1 - 5 years,Manggahan,"Less than Php9,520",Islam,BSECE,Regular,Yes,No,No,Public,TVL Track,No
j.martin@gmail.com,Female,No,20 years old,Widower,Yes,6 - 10 years,Pineda,"Between Php43,839 to Php76,669",Jehovah's Witness,BSED-ENG,Regular,Yes,Yes,No,Public,TVL Track,No
j.martinez@gmail.com,Female,No,18 years old,Widower,Yes,1 - 5 years,Antipolo,"Between Php9,520 to Php21,194",Born - Again Christian,BSHM,Irregular,No,No,No,Public,TVL Track,No
j.miller@gmail.com,Female,No,23 years old,Single Parent,Yes,26 years and above,Kalawaan,"Between Php131,485 to Php219,140",Atheist,BSHM,Irregular,Yes,No,No,Public,HUMSS,No
j.mitchell@gmail.com,Male,No,20 years old,Single Parent,Yes,less than 1 year,Maybunga,"Between Php76,670 to Php131,484",Aglipay,BSCS,Regular,No,No,No,Public,HUMSS,No
j.moore@gmail.com,Male,No,24 years old,Widower,Yes,6 - 10 years,San Joaquin,"Between Php131,485 to Php219,140",Methodist,BSECE,Regular,No,No,No,Public,TVL Track,No
j.nelson@gmail.com,Female,No,21 years old,Widower,No,less than 1 year,Sumilang,"Between Php43,839 to Php76,669",Protestant/Pentecostal,BSED-FIL,Regular,No,No,No,Private,ABM,No
j.nguyen@gmail.com,Male,No,21 years old,Living with Partner,No,less than 1 year,Bagong Katipunan,"Between Php9,520 to Php21,194",World Mission Society Church of God,ABPSYCH,Regular,No,No,No,Private,STEM,No
j.perez@gmail.com,Male,No,18 years old,Living with Partner,No,less than 1 year,Catanduanes,"Between Php21,195 to Php43,838",Undetermined,BSCS,Irregular,No,Yes,No,Private,ABM,No
j.ramirez@gmail.com,Female,No,19 years old,Single Parent,Yes,less than 1 year,San Nicolas,"Between Php43,839 to Php76,669",World Mission Society Church of God,ABPSYCH,Regular,Yes,No,No,Private,STEM,No
j.rivera@gmail.com,Male,No,22 years old,Widower,No,less than 1 year,Bagong Katipunan,"Between Php43,839 to Php76,669",Protestant/Pentecostal,ABPSYCH,Regular,No,Yes,No,Public,ABM,No
j.robinson@gmail.com,Female,Yes,below 18 years old,Single Parent,Yes,less than 1 year,Pineda,"Between Php76,670 to Php131,484",Undetermined,BSED-FIL,Irregular,Yes,No,No,Public,TVL Track,No
j.sanchez@gmail.com,Female,No,18 years old,Separated,No,less than 1 year,Catanduanes,"Between Php21,195 to Php43,838",Seventh-Day Adventist,BSECE,Irregular,No,No,No,Public,TVL Track,No
j.scott@gmail.com,Female,No,25 years old and above,Single,Yes,less than 1 year,San Jose,"From Php219,140 and up",Agnostic,BSED-ENG,Irregular,No,Yes,No,Public,STEM,No
j.smith@gmail.com,Male,No,19 years old,Single Parent,No,less than 1 year,Quezon City,"Between Php76,670 to Php131,484",Islam,BSIT,Regular,No,No,No,Private,GAS,No
j.taylor@gmail.com,Female,No,19 years old,Separated,Yes,less than 1 year,Pateros,"Between Php43,839 to Php76,669",Members Church of God International,BSA,Regular,Yes,No,No,Public,HUMSS,No
j.thomas@gmail.com,Male,No,below 18 years old,Widower,Yes,less than 1 year,Maybunga,"Between Php43,839 to Php76,669",The Church of Jesus Christ of Latter-Day Saints,ABPSYCH,Regular,Yes,Yes,No,Public,TVL Track,No
j.thompson@gmail.com,Male,No,25 years old and above,Single Parent,No,less than 1 year,Cavite,"Between Php21,195 to Php43,838",Iglesia Ni Cristo,BSBA,Regular,No,No,No,Public,TVL Track,No
j.torres@gmail.com,Male,Yes,below 18 years old,Single Parent,Yes,less than 1 year,Kapasigan,"Between Php9,520 to Php21,194",Undetermined,BSA,Regular,Yes,No,No,Private,STEM,No
j.walker@gmail.com,Female,No,below 18 years old,Widower,Yes,less than 1 year,Maybunga,"Between Php76,670 to Php131,484",Iglesia Ni Cristo,BSED-FIL,Irregular,No,No,No,Private,TVL Track,No
j.white@gmail.com,Female,No,20 years old,Living with Partner,Yes,6 - 10 years,Malinao,"Between Php131,485 to Php219,140",Born - Again Christian,ABPSYCH,Regular,Yes,No,Yes,Private,HUMSS,No
j.williams@gmail.com,Female,No,22 years old,Single Parent,Yes,less than 1 year,Malinao,"Between Php21,195 to Php43,838",Baptist,BEED,Regular,No,No,No,Public,Sports Track,No
j.wright@gmail.com,Male,No,18 years old,Living with Partner,Yes,less than 1 year,Pateros,"Less than Php9,520",Baptist,BSIT,Irregular,No,No,No,Public,STEM,No
j.young@gmail.com,Female,No,below 18 years old,Separated,No,less than 1 year,Pateros,"Between Php43,839 to Php76,669",Seventh-Day Adventist,BSA,Irregular,No,No,No,Public,HUMSS,Yes
jacob.adams@gmail.com,Female,No,23 years old,Single,No,less than 1 year,Kapasigan,"Between Php131,485 to Php219,140",The Church of Jesus Christ of Latter-Day Saints,BSED-MATH,Regular,Yes,No,No,Private,TVL Track,No
jacob.baker@gmail.com,Male,No,23 years old,Living with Partner,Yes,1 - 5 years,Palatiw,"Between Php131,485 to Php219,140",Undetermined,ABPSYCH,Regular,No,No,Yes,Private,STEM,No
jacob.brown958@gmail.com,Female,Yes,18 years old,Living with Partner,No,less than 1 year,Antipolo,"Between Php21,195 to Php43,838",The Church of Jesus Christ of Latter-Day Saints,BSIT,Irregular,Yes,No,No,Public,ABM,No
jacob.brown@gmail.com,Male,No,24 years old,Married,No,less than 1 year,Cavite,"Between Php21,195 to Php43,838",Born - Again Christian,BSN,Regular,No,No,No,Public,GAS,No
jacob.clark922@gmail.com,Male,No,25 years old and above,Separated,No,less than 1 year,Ugong,"Less than Php9,520",Agnostic,BSED-MATH,Regular,No,No,No,Public,ABM,No
jacob.davis@gmail.com,Male,No,18 years old,Separated,Yes,1 - 5 years,Oranbo,"Between Php9,520 to Php21,194",Atheist,BSED-MATH,Irregular,No,No,No,Public,Sports Track,No
jacob.garcia325@gmail.com,Female,No,24 years old,Married,No,less than 1 year,Pineda,"Less than Php9,520",Seventh-Day Adventist,BSHM,Irregular,Yes,No,No,Public,ABM,No
jacob.garcia422@gmail.com,Female,No,20 years old,Separated,Yes,11 - 15 years,San Joaquin,"Between Php131,485 to Php219,140",Islam,BSN,Irregular,No,No,No,Private,ABM,No
jacob.garcia@gmail.com,Male,No,22 years old,Widower,Yes,11 - 15 years,Teresa,"From Php219,140 and up",Born - Again Christian,BSECE,Regular,No,No,No,Private,STEM,No
jacob.hill@gmail.com,Male,Yes,22 years old,Married,No,less than 1 year,Quezon City,"Between Php43,839 to Php76,669",Baptist,BSCS,Regular,Yes,No,Yes,Private,Sports Track,No
jacob.king@gmail.com,Male,No,19 years old,Living with Partner,Yes,less than 1 year,Santo Tomas,"From Php219,140 and up",Islam,ABPSYCH,Regular,No,No,No,Public,ABM,No
jacob.lewis@gmail.com,Female,No,22 years old,Married,No,less than 1 year,Kapasigan,"Between Php131,485 to Php219,140",Seventh-Day Adventist,ABPSYCH,Regular,No,No,No,Public,TVL Track,No
jacob.martin@gmail.com,Male,No,19 years old,Widower,Yes,1 - 5 years,Bagong Katipunan,"Less than Php9,520",Agnostic,BSED-MATH,Irregular,No,No,No,Private,HUMSS,No
jacob.miller240@gmail.com,Female,Yes,18 years old,Separated,Yes,1 - 5 years,Taguig City,"Between Php76,670 to Php131,484",Roman Catholic,BSECE,Regular,No,No,Yes,Public,HUMSS,No
jacob.mitchell959@gmail.com,Male,No,21 years old,Single,No,less than 1 year,Santa Lucia,"Between Php43,839 to Php76,669",The Church of Jesus Christ of Latter-Day Saints,BSBA,Regular,No,No,No,Private,HUMSS,No
jacob.moore549@gmail.com,Female,No,20 years old,Single Parent,Yes,11 - 15 years,Catanduanes,"Less than Php9,520",Aglipay,BSIT,Regular,No,No,No,Private,GAS,No
jacob.nelson@gmail.com,Male,No,below 18 years old,Married,Yes,less than 1 year,Malinao,"Between Php9,520 to Php21,194",Aglipay,BSCS,Regular,Yes,No,Yes,Private,Sports Track,No
jacob.rivera257@gmail.com,Female,No,20 years old,Single Parent,Yes,6 - 10 years,Maybunga,"Between Php9,520 to Php21,194",Members Church of God International,BSBA,Regular,No,Yes,No,Private,STEM,No
jacob.rivera@gmail.com,Male,No,20 years old,Widower,Yes,6 - 10 years,Bagong Katipunan,"Less than Php9,520",Born - Again Christian,BSED-MATH,Irregular,No,No,No,Private,STEM,No
jacob.robinson@gmail.com,Female,No,24 years old,Married,No,less than 1 year,Catanduanes,"Less than Php9,520",Atheist,BSN,Irregular,No,Yes,No,Public,TVL Track,No
jacob.rodriguez256@gmail.com,Male,No,24 years old,Living with Partner,Yes,11 - 15 years,Oranbo,"Between Php131,485 to Php219,140",Jehovah's Witness,BSCS,Regular,No,No,No,Public,ABM,No
jacob.rodriguez60@gmail.com,Female,No,18 years old,Widower,Yes,less than 1 year,Cavite,"Between Php9,520 to Php21,194",World Mission Society Church of God,BSBA,Regular,No,No,No,Private,HUMSS,No
jacob.rodriguez@gmail.com,Male,No,22 years old,Widower,No,less than 1 year,Caniogan,"Between Php21,195 to Php43,838",Islam,BSED-FIL,Regular,No,No,No,Private,STEM,No
jacob.sanchez609@gmail.com,Female,No,23 years old,Single,Yes,21 - 25 years,San Joaquin,"Between Php43,839 to Php76,669",Roman Catholic,BEED,Regular,No,No,Yes,Private,TVL Track,No
jacob.taylor612@gmail.com,Male,No,20 years old,Single,Yes,1 - 5 years,Rosario,"Between Php21,195 to Php43,838",Born - Again Christian,BSHM,Regular,No,No,No,Public,GAS,No
jacob.taylor@gmail.com,Male,No,22 years old,Single Parent,Yes,6 - 10 years,Bambang,"Less than Php9,520",Methodist,BSCS,Regular,No,No,No,Public,Sports Track,No
jacob.thomas825@gmail.com,Female,No,20 years old,Living with Partner,No,less than 1 year,Bulacan,"Between Php21,195 to Php43,838",Born - Again Christian,BSED-FIL,Regular,Yes,No,No,Private,TVL Track,No
jacob.torres@gmail.com,Female,No,24 years old,Living with Partner,Yes,26 years and above,Caniogan,"Between Php43,839 to Php76,669",Iglesia Ni Cristo,BSCS,Regular,No,No,No,Private,ABM,No
jacob.white@gmail.com,Female,No,23 years old,Widower,Yes,11 - 15 years,San Antonio,"Between Php43,839 to Php76,669",The Church of Jesus Christ of Latter-Day Saints,BSECE,Regular,No,No,No,Public,ABM,No
jacob.williams851@gmail.com,Female,No,18 years old,Living with Partner,No,less than 1 year,Manggahan,"Between Php21,195 to Php43,838",Members Church of God International,BSED-MATH,Regular,No,No,No,Public,Sports Track,No
jacob.williams@gmail.com,Female,No,25 years old and above,Separated,Yes,less than 1 year,San Nicolas,"Between Php76,670 to Php131,484",Agnostic,BSCS,Regular,No,No,No,Public,Sports Track,No
jacob.wright977@gmail.com,Male,Yes,19 years old,Separated,Yes,less than 1 year,Ugong,"Between Php21,195 to Php43,838",Undetermined,BSN,Regular,No,No,No,Private,HUMSS,No
james.anderson248@gmail.com,Male,No,23 years old,Single,No,less than 1 year,Kapasigan,"Between Php131,485 to Php219,140",Undetermined,BSN,Regular,No,No,No,Private,HUMSS,No
james.anderson339@gmail.com,Male,No,23 years old,Living with Partner,Yes,21 - 25 years,Sagad,"Between Php43,839 to Php76,669",Members Church of God International,BSED-ENG,Irregular,No,No,No,Public,Sports Track,No
james.anderson@gmail.com,Female,No,18 years old,Married,Yes,1 - 5 years,Santolan,"Between Php9,520 to Php21,194",World Mission Society Church of God,BSBA,Regular,Yes,No,No,Public,Sports Track,No
james.baker270@gmail.com,Female,No,19 years old,Single Parent,Yes,1 - 5 years,Pineda,"Between Php9,520 to Php21,194",Roman Catholic,BSIT,Irregular,No,Yes,No,Public,TVL Track,No
james.baker@gmail.com,Female,No,23 years old,Married,Yes,11 - 15 years,Santa Cruz,"Between Php9,520 to Php21,194",World Mission Society Church of God,BSBA,Regular,No,No,No,Private,STEM,No
james.brown911@gmail.com,Male,No,25 years old and above,Living with Partner,Yes,less than 1 year,Oranbo,"Between Php43,839 to Php76,669",Protestant/Pentecostal,BSED-FIL,Regular,No,Yes,No,Public,GAS,No
james.campbell@gmail.com,Male,No,22 years old,Single,Yes,11 - 15 years,Santo Tomas,"Between Php43,839 to Php76,669",Born - Again Christian,BSCS,Irregular,No,No,No,Public,STEM,No
james.clark195@gmail.com,Female,Yes,18 years old,Married,Yes,less than 1 year,Santa Lucia,"Between Php76,670 to Php131,484",Methodist,BEED,Regular,No,No,No,Public,HUMSS,No
james.garcia@gmail.com,Male,Yes,24 years old,Living with Partner,Yes,26 years and above,Palatiw,"Between Php131,485 to Php219,140",LDS Mormon,BSECE,Regular,No,No,Yes,Private,ABM,No
james.gonzalez@gmail.com,Male,No,22 years old,Single,Yes,less than 1 year,Bambang,"Between Php9,520 to Php21,194",Jehovah's Witness,BSED-MATH,Irregular,Yes,No,No,Private,GAS,No
james.green145@gmail.com,Male,No,below 18 years old,Single Parent,No,less than 1 year,Cainta,"Between Php21,195 to Php43,838",Protestant/Pentecostal,BSED-FIL,Regular,No,Yes,No,Private,Sports Track,No
james.green353@gmail.com,Female,No,23 years old,Single Parent,No,less than 1 year,Pateros,"Between Php21,195 to Php43,838",Iglesia Ni Cristo,BSIT,Irregular,Yes,Yes,No,Public,STEM,No
james.harris848@gmail.com,Female,No,23 years old,Single Parent,No,less than 1 year,Pineda,"From Php219,140 and up",Islam,BSED-MATH,Irregular,No,No,No,Private,STEM,Yes
james.harris923@gmail.com,Male,No,19 years old,Widower,No,less than 1 year,Oranbo,"Between Php76,670 to Php131,484",The Church of Jesus Christ of Latter-Day Saints,BEED,Irregular,No,No,No,Private,TVL Track,No
james.hernandez@gmail.com,Female,No,24 years old,Separated,Yes,6 - 10 years,Bagong Ilog,"Between Php21,195 to Php43,838",The Church of Jesus Christ of Latter-Day Saints,BSN,Regular,No,No,No,Private,ABM,Yes
james.johnson@gmail.com,Female,No,below 18 years old,Living with Partner,Yes,less than 1 year,Manggahan,"Between Php9,520 to Php21,194",Agnostic,BSED-MATH,Regular,No,No,Yes,Public,Sports Track,No
james.lee@gmail.com,Female,No,19 years old,Separated,Yes,less than 1 year,Bagong Katipunan,"Between Php76,670 to Php131,484",Protestant/Pentecostal,ABPSYCH,Regular,No,No,No,Public,TVL Track,No
james.lewis43@gmail.com,Male,No,20 years old,Separated,No,less than 1 year,Marikina City,"Between Php21,195 to Php43,838",Iglesia Ni Cristo,BEED,Regular,Yes,No,No,Public,ABM,Yes
james.martin31@gmail.com,Female,No,below 18 years old,Married,Yes,less than 1 year,Binangonan,"Less than Php9,520",Seventh-Day Adventist,BSED-ENG,Regular,No,No,Yes,Private,HUMSS,No
james.martin@gmail.com,Female,No,21 years old,Married,No,less than 1 year,Bagong Ilog,"Between Php9,520 to Php21,194",Born - Again Christian,BSED-MATH,Irregular,No,No,No,Public,Sports Track,Yes
james.moore603@gmail.com,Male,No,22 years old,Single Parent,Yes,16 - 20 years,Maybunga,"Between Php43,839 to Php76,669",Agnostic,BSED-MATH,Regular,No,Yes,No,Public,GAS,No
james.moore980@gmail.com,Male,No,20 years old,Single Parent,No,less than 1 year,Kapasigan,"Between Php21,195 to Php43,838",Born - Again Christian,BSECE,Regular,Yes,No,No,Private,Sports Track,No
james.perez@gmail.com,Male,No,below 18 years old,Widower,No,less than 1 year,"Montalban, Rizal","Less than Php9,520",Baptist,BSED-FIL,Irregular,Yes,No,No,Public,HUMSS,Yes
james.rivera@gmail.com,Female,No,18 years old,Married,No,less than 1 year,Manggahan,"Between Php43,839 to Php76,669",Seventh-Day Adventist,BSA,Regular,No,No,No,Public,GAS,No
james.robinson@gmail.com,Female,No,below 18 years old,Married,No,less than 1 year,Binangonan,"Between Php131,485 to Php219,140",No Religion,BSED-FIL,Regular,No,No,Yes,Public,TVL Track,No
james.rodriguez341@gmail.com,Female,No,21 years old,Married,No,less than 1 year,Pateros,"From Php219,140 and up",Protestant/Pentecostal,BSIT,Regular,No,No,No,Private,HUMSS,No
james.sanchez@gmail.com,Female,No,24 years old,Single,Yes,16 - 20 years,Santolan,"Less than Php9,520",Roman Catholic,BSED-MATH,Regular,No,No,No,Public,GAS,Yes
james.smith713@gmail.com,Female,Yes,20 years old,Single,Yes,less than 1 year,Maybunga,"Less than Php9,520",Methodist,BSED-MATH,Irregular,No,No,No,Private,Sports Track,No
james.smith@gmail.com,Male,No,19 years old,Single Parent,Yes,1 - 5 years,San Miguel,"Between Php131,485 to Php219,140",Islam,BSED-ENG,Regular,No,No,No,Public,TVL Track,No
james.taylor957@gmail.com,Male,Yes,19 years old,Separated,Yes,1 - 5 years,Buting,"Between Php131,485 to Php219,140",Jehovah's Witness,ABPSYCH,Regular,Yes,No,No,Public,GAS,Yes
james.torres78@gmail.com,Female,No,20 years old,Living with Partner,Yes,less than 1 year,Kalawaan,"Between Php76,670 to Php131,484",Iglesia Ni Cristo,BSED-MATH,Regular,No,No,No,Private,Sports Track,No
james.torres88@gmail.com,Male,No,24 years old,Widower,No,less than 1 year,Kalawaan,"Between Php76,670 to Php131,484",No Religion,BSCS,Regular,No,Yes,No,Private,ABM,No
james.walker752@gmail.com,Male,No,22 years old,Single,No,less than 1 year,Quezon City,"Between Php43,839 to Php76,669",Undetermined,BSED-FIL,Irregular,No,No,No,Public,HUMSS,No
james.walker@gmail.com,Female,No,22 years old,Living with Partner,No,less than 1 year,Marikina City,"Between Php43,839 to Php76,669",No Religion,BSBA,Regular,No,No,No,Private,HUMSS,No
james.white902@gmail.com,Male,Yes,24 years old,Separated,No,less than 1 year,Mandaluyong City,"Between Php131,485 to Php219,140",LDS Mormon,ABPSYCH,Regular,No,No,No,Private,TVL Track,No
james.white906@gmail.com,Female,Yes,24 years old,Married,No,less than 1 year,Antipolo,"Between Php76,670 to Php131,484",Jehovah's Witness,BSED-ENG,Regular,Yes,No,No,Private,Sports Track,No
jennifer.anderson@gmail.com,Male,No,22 years old,Single Parent,No,less than 1 year,Mandaluyong City,"Between Php9,520 to Php21,194",Agnostic,BSECE,Regular,No,No,No,Public,Sports Track,No
jennifer.baker@gmail.com,Male,No,21 years old,Widower,Yes,11 - 15 years,Pineda,"Between Php131,485 to Php219,140",Baptist,BSA,Regular,No,No,No,Private,STEM,No
jennifer.clark729@gmail.com,Female,No,20 years old,Widower,Yes,11 - 15 years,Pineda,"Between Php21,195 to Php43,838",Seventh-Day Adventist,BEED,Regular,Yes,No,No,Public,GAS,No
jennifer.flores421@gmail.com,Male,No,24 years old,Single,No,less than 1 year,Pineda,"From Php219,140 and up",Aglipay,BSIT,Irregular,Yes,No,No,Private,HUMSS,No
jennifer.gonzalez@gmail.com,Female,No,19 years old,Living with Partner,No,less than 1 year,Taytay,"Between Php76,670 to Php131,484",Roman Catholic,BSECE,Regular,No,No,No,Private,HUMSS,No
jennifer.green249@gmail.com,Male,No,20 years old,Single Parent,Yes,less than 1 year,San Antonio,"Between Php43,839 to Php76,669",Members Church of God International,BSBA,Regular,Yes,No,Yes,Private,STEM,No
jennifer.harris678@gmail.com,Male,No,18 years old,Widower,Yes,less than 1 year,Maybunga,"Between Php76,670 to Php131,484",Atheist,BSIT,Regular,No,No,No,Private,Sports Track,No
jennifer.harris938@gmail.com,Female,No,22 years old,Separated,Yes,11 - 15 years,Cainta,"Between Php9,520 to Php21,194",Agnostic,BSED-ENG,Irregular,No,No,No,Public,STEM,No
jennifer.harris@gmail.com,Male,No,22 years old,Single,No,less than 1 year,San Nicolas,"Between Php43,839 to Php76,669",Undetermined,BSED-MATH,Regular,No,Yes,No,Private,Sports Track,No
jennifer.hill636@gmail.com,Female,No,below 18 years old,Married,No,less than 1 year,Bagong Ilog,"Between Php9,520 to Php21,194",Atheist,BSED-FIL,Regular,Yes,No,No,Public,ABM,No
jennifer.johnson114@gmail.com,Female,No,23 years old,Living with Partner,No,less than 1 year,Bulacan,"Between Php9,520 to Php21,194",Undetermined,BSHM,Irregular,Yes,Yes,No,Private,ABM,No
jennifer.johnson743@gmail.com,Female,No,below 18 years old,Living with Partner,No,less than 1 year,Sagad,"Between Php76,670 to Php131,484",Iglesia Ni Cristo,BSED-ENG,Regular,Yes,No,No,Private,TVL Track,Yes
jennifer.johnson@gmail.com,Male,Yes,below 18 years old,Widower,Yes,less than 1 year,Malinao,"Less than Php9,520",Jehovah's Witness,ABPSYCH,Irregular,No,No,No,Private,Sports Track,No
jennifer.jones212@gmail.com,Female,No,23 years old,Single Parent,Yes,16 - 20 years,Bagong Katipunan,"Between Php9,520 to Php21,194",Roman Catholic,BSIT,Regular,No,No,No,Public,Sports Track,No
jennifer.lee@gmail.com,Male,No,19 years old,Living with Partner,Yes,less than 1 year,Kapasigan,"Between Php9,520 to Php21,194",Born - Again Christian,BSHM,Regular,Yes,No,No,Private,HUMSS,No
jennifer.lewis402@gmail.com,Male,No,below 18 years old,Widower,No,less than 1 year,Sumilang,"Between Php9,520 to Php21,194",Aglipay,BEED,Irregular,No,No,No,Public,STEM,No
jennifer.lopez401@gmail.com,Male,No,22 years old,Widower,Yes,less than 1 year,Pinagbuhatan,"Between Php21,195 to Php43,838",Roman Catholic,BSBA,Regular,No,No,No,Public,STEM,No
jennifer.martinez747@gmail.com,Female,No,21 years old,Single Parent,Yes,1 - 5 years,Malinao,"Between Php21,195 to Php43,838",Members Church of God International,BSCS,Irregular,Yes,No,No,Private,STEM,No
jennifer.martinez856@gmail.com,Male,No,23 years old,Living with Partner,Yes,1 - 5 years,San Miguel,"Between Php9,520 to Php21,194",Atheist,BSN,Regular,No,No,No,Public,TVL Track,No
jennifer.miller@gmail.com,Male,No,22 years old,Single,Yes,21 - 25 years,Santo Tomas,"Less than Php9,520",Seventh-Day Adventist,BSN,Regular,No,No,No,Public,ABM,No
jennifer.mitchell134@gmail.com,Male,No,19 years old,Married,Yes,6 - 10 years,Sagad,"Between Php9,520 to Php21,194",Aglipay,BSHM,Regular,No,No,No,Private,ABM,No
jennifer.mitchell764@gmail.com,Female,No,22 years old,Living with Partner,Yes,6 - 10 years,Kapitolyo,"Between Php43,839 to Php76,669",Atheist,ABPSYCH,Regular,Yes,No,No,Private,STEM,No
jennifer.mitchell@gmail.com,Female,No,20 years old,Single Parent,Yes,1 - 5 years,San Nicolas,"Between Php131,485 to Php219,140",Baptist,BSED-FIL,Regular,No,Yes,No,Public,TVL Track,No
jennifer.moore419@gmail.com,Female,No,23 years old,Separated,Yes,11 - 15 years,Pinagbuhatan,"Between Php76,670 to Php131,484",Agnostic,BSED-ENG,Regular,No,No,No,Public,HUMSS,Yes
jennifer.moore805@gmail.com,Male,No,19 years old,Living with Partner,Yes,6 - 10 years,Manggahan,"Between Php21,195 to Php43,838",Seventh-Day Adventist,BSECE,Regular,No,No,No,Public,GAS,No
jennifer.nguyen488@gmail.com,Female,No,22 years old,Separated,No,less than 1 year,Antipolo,"Between Php76,670 to Php131,484",Undetermined,BSA,Regular,No,No,No,Public,ABM,No
jennifer.nguyen@gmail.com,Female,No,24 years old,Separated,Yes,26 years and above,Kapitolyo,"Between Php9,520 to Php21,194",Baptist,BEED,Irregular,Yes,No,No,Private,HUMSS,No
jennifer.perez@gmail.com,Female,No,22 years old,Single Parent,No,less than 1 year,Binangonan,"Less than Php9,520",Born - Again Christian,BSED-MATH,Irregular,No,No,No,Private,ABM,No
jennifer.rivera@gmail.com,Male,No,20 years old,Living with Partner,Yes,1 - 5 years,Santo Tomas,"Less than Php9,520",Jehovah's Witness,BSED-MATH,Regular,Yes,No,No,Public,TVL Track,No
jennifer.rodriguez233@gmail.com,Male,No,18 years old,Living with Partner,Yes,1 - 5 years,San Nicolas,"Between Php43,839 to Php76,669",Jehovah's Witness,BSBA,Regular,No,No,No,Private,Sports Track,No
jennifer.rodriguez739@gmail.com,Male,No,21 years old,Married,No,less than 1 year,Santa Lucia,"Between Php131,485 to Php219,140",Roman Catholic,BSIT,Regular,No,No,No,Public,TVL Track,No
jennifer.smith285@gmail.com,Male,No,18 years old,Separated,Yes,less than 1 year,Maybunga,"Between Php43,839 to Php76,669",Agnostic,ABPSYCH,Regular,No,Yes,No,Private,GAS,No
jennifer.smith504@gmail.com,Male,No,21 years old,Single,Yes,1 - 5 years,Bagong Ilog,"Between Php76,670 to Php131,484",Members Church of God International,ABPSYCH,Regular,No,No,No,Private,Sports Track,No
jennifer.smith@gmail.com,Male,No,below 18 years old,Married,Yes,less than 1 year,Sumilang,"From Php219,140 and up",Seventh-Day Adventist,BSECE,Irregular,No,No,No,Public,ABM,No
jennifer.taylor274@gmail.com,Male,No,23 years old,Living with Partner,Yes,11 - 15 years,Dela Paz,"Between Php21,195 to Php43,838",Methodist,BEED,Regular,No,No,No,Public,HUMSS,No
jennifer.taylor@gmail.com,Female,No,22 years old,Living with Partner,Yes,11 - 15 years,Manggahan,"Between Php43,839 to Php76,669",Jehovah's Witness,BSHM,Regular,No,No,No,Private,ABM,No
jennifer.thompson414@gmail.com,Male,No,18 years old,Living with Partner,No,less than 1 year,Mandaluyong City,"From Php219,140 and up",Iglesia Ni Cristo,BSED-MATH,Regular,Yes,No,No,Private,TVL Track,No
jennifer.walker@gmail.com,Male,No,20 years old,Separated,Yes,1 - 5 years,Marikina City,"Between Php76,670 to Php131,484",Jehovah's Witness,BSN,Regular,No,No,No,Public,Sports Track,No
jennifer.white@gmail.com,Male,No,below 18 years old,Widower,Yes,less than 1 year,Buting,"Less than Php9,520",LDS Mormon,BSED-ENG,Regular,No,No,No,Public,STEM,No
jennifer.williams@gmail.com,Male,No,20 years old,Widower,Yes,less than 1 year,Kapasigan,"Between Php76,670 to Php131,484",Undetermined,BSIT,Regular,No,Yes,No,Public,TVL Track,No
jennifer.young@gmail.com,Female,No,below 18 years old,Living with Partner,Yes,less than 1 year,Pinagbuhatan,"Between Php21,195 to Php43,838",Atheist,BSCS,Regular,No,No,No,Private,STEM,No
jessica.adams112@gmail.com,Male,No,24 years old,Widower,Yes,16 - 20 years,Kapitolyo,"From Php219,140 and up",Aglipay,BSECE,Regular,No,No,No,Private,TVL Track,No
jessica.adams26@gmail.com,Female,No,below 18 years old,Widower,Yes,less than 1 year,Santa Lucia,"Between Php131,485 to Php219,140",Seventh-Day Adventist,BSED-FIL,Irregular,Yes,No,No,Public,TVL Track,No
jessica.adams@gmail.com,Female,No,25 years old and above,Separated,No,less than 1 year,Taytay,"Less than Php9,520",The Church of Jesus Christ of Latter-Day Saints,BEED,Regular,No,No,No,Public,STEM,No
jessica.baker@gmail.com,Male,No,20 years old,Living with Partner,Yes,6 - 10 years,San Joaquin,"Less than Php9,520",Seventh-Day Adventist,BSED-FIL,Regular,Yes,No,No,Public,GAS,No
jessica.campbell@gmail.com,Male,No,25 years old and above,Living with Partner,No,less than 1 year,Kapitolyo,"Between Php21,195 to Php43,838",The Church of Jesus Christ of Latter-Day Saints,BEED,Regular,No,Yes,No,Private,Sports Track,No
jessica.davis377@gmail.com,Male,No,21 years old,Separated,Yes,16 - 20 years,Rosario,"From Php219,140 and up",Atheist,BEED,Regular,No,No,No,Public,ABM,No
jessica.flores@gmail.com,Male,Yes,19 years old,Living with Partner,Yes,less than 1 year,Caniogan,"Between Php131,485 to Php219,140",No Religion,BSED-ENG,Regular,No,No,No,Private,ABM,No
